,id,lang,description,bot,translation,test_set_1,test_set_2,description_lang
10542,22136015,en,"Start the game.I che che - che che I - che che che - ka tak kohchoose to choosechoose to choose, choose to go.",0,"['Start the game.I che che - che che I - che che che - ka tak kohchoose to choosechoose to choose, choose to go.']",0.0,0.0,en
10543,22203964,it,"Part lies, part heart, part truth, part garbage(giornalista, prof., fan e chissà cos'altro, diviso tra @rockolpoprock, @mastermusica, gadget e cani)",0,"['Part lies, part heart, part truth, part garbage(journalist, prof., fans and who knows what else, divided between @rockolpoprock, @mastermusica, gadgets and dogs)']",0.0,0.0,it
10544,22508731,it,graphic designer & music addicted,0,['graphic designer & music addicted'],0.0,0.0,en
10545,22627606,en,it ain't over 'till u say so,0,"[""it ain't over 'till u say so""]",0.0,0.0,en
10546,22985259,it,"Ho una cicatrice, sembra un tatuaggio sai che cosa dice: avanti coraggio!",0,"['I have a scar, it looks like a tattoo you know what he says: next dare!']",0.0,0.0,it
10547,23748269,en,Digital manager ,0,['Digital manager '],0.0,0.0,en
10548,23847948,en,"I just discovered that penguins are horrible animals, rapists and necrophiliacs! http://t.co/pIJyLMim",0,"['I just discovered that penguins are horrible animals, rapists and necrophiliacs! http://t.co/pIJyLMim']",0.0,0.0,en
10549,24352106,it,Milanese espatriato. Milanista praticante.                 ,0,['Milanese espatriato. Milanista praticante.                 '],0.0,0.0,en
10550,24510304,it,true perfection has to be imperfect.,0,['true perfection has to be imperfect.'],0.0,0.0,en
10551,25442408,en,"Enthusiastic and passionate person always looking for new challenges. Music, Internet, Technology, Travel, Sports are mine interests. In few words: I love life!",0,"['Enthusiastic and passionate person always looking for new challenges. Music, Internet, Technology, Travel, Sports are mine interests. In few words: I love life!']",0.0,0.0,en
10552,25911628,en,"Operations at CERN IT dept, Database group.",0,"['Operations at CERN IT dept, Database group.']",0.0,0.0,en
10553,26232444,it,YOLO !,0,['YOLO !'],0.0,0.0,en
10554,26771352,it,"Since 1989.Salerno, lower east side.",0,"['Since 1989.Salerno, lower east side.']",0.0,0.0,en
10555,27241975,en,Forward. Not back.,0,['Forward. Not back.'],0.0,0.0,en
10556,27422705,en,Tra Ziggy Stardust e Groucho Marx. Fisico dalla memoria eidetica poco selettiva. Scrittore di acronimi,0,['Between Ziggy Stardust and Groucho Marx. Physical memory eidetica little selective. The writer of the acronyms'],0.0,0.0,it
10557,27636956,it,"Be', si è giovani una volta sola, ma si può essere immaturi per sempre (Philip R.)",0,"['Well, you are only young once, but you can be immature forever (Philip R.)']",0.0,0.0,it
10558,27887098,it,Born to survive,0,['Born to survive'],0.0,0.0,en
10559,28313453,es,Un italiano en camino.,0,['An Italian on the way.'],0.0,0.0,es
10560,28342883,it,la mia Bio di prima era peggiohttp://t.co/Z5hdNJfO (Reetweets are not endorsement),0,['my Bio before was peggiohttp://t.co/Z5hdNJfO (Reetweets are not endorsement)'],0.0,0.0,it
10561,28363979,en,http://it.linkedin.com/in/daniestella,0,['http://it.linkedin.com/in/daniestella'],0.0,0.0,en
10562,28845598,en,http://t.co/BLPceOw1http://t.co/tuXfwS6l,0,['http://t.co/BLPceOw1http://t.co/tuXfwS6l'],0.0,0.0,en
10563,29500667,it,Macabro è in laboratorio,0,['Macabre is in the laboratory'],0.0,0.0,it
10564,29510629,en,I'd Rather Be A Comma Then A Full Stop [Coldplay]. I ♥ Music.,0,"[""I'd Rather Be A Comma Then A Full Stop [Coldplay]. I ♥ Music.""]",0.0,0.0,en
10565,29646177,it,"Ogni uomo, per quanto furbo, ha bisogno dei consigli di un amico molto scaltro negli affari della vita....",0,"['Every man, however clever, has need of the advice of a friend very shrewd in the affairs of life....']",0.0,0.0,it
10566,30062603,it,"Studentessa in Industria Culturale e Comunicazione Digitale @Sapienza Affetta da fobia delle audience, s-, iper-, dis-, inter-, connessa (si spera). ",0,"['Student in the Cultural Industry and Digital Communication @Wisdom Suffering from the phobia of the audience, s-, hyper-, dis-, inter-, connected (hopefully). ']",0.0,0.0,it
10567,31102741,it,"Credo nelle persone vere,credo nelle forti emozioni,sono sempre alla ricerca della verità e sono innamorato di DelPiero e della Juventus",0,"['I believe in real people,I believe in strong emotions,I am always on the search for the truth and are in love with over the bar ... and Juventus']",0.0,0.0,it
10568,31162918,en,"Developer: j2me, php, perl, mysql, javascript, drupal, CI, jQuery",0,"['Developer: j2me, php, perl, mysql, javascript, drupal, CI, jQuery']",0.0,0.0,en
10569,32025215,en,"My alter ego is so bad, but i'm a good girl.            Sally Jade Parker has a dirty little secret ♥ ",0,"[""My alter ego is so bad, but i'm a good girl.            Sally Jade Parker has a dirty little secret ♥ ""]",0.0,0.0,en
10570,32130104,en,Business Reporter @ Il Foglio - Contributor @ L'Espresso RT and views are my mom's (and she doesn't endorse anybody),0,"[""Business Reporter @ Il Foglio - Contributor @ L'Espresso RT and views are my mom's (and she doesn't endorse anybody)""]",0.0,0.0,en
10571,32204918,it,#nonlovoto #IoNonLoVoto,0,['#nonlovoto #IoNonLoVoto'],0.0,0.0,en
10572,33950570,en,"2013, I still work in tourism, and my passions for travelling, yoga, swimming, natural products, beauty, crime books, life, new experiences are not fading a bit",0,"['2013, I still work in tourism, and my passions for travelling, yoga, swimming, natural products, beauty, crime books, life, new experiences are not fading a bit']",0.0,0.0,en
10573,34355343,it,"Oggi non faccio niente.Anche ieri non ho fatto niente,ma non avevo finito. ",0,"[""Today I do nothing.Also yesterday I did nothing,but I wasn't finished. ""]",0.0,0.0,it
10574,34897604,en,"Italian girl living in England, married to the perfect man. I love the sun, rock music, food, a laugh, singing and completely random things.",0,"['Italian girl living in England, married to the perfect man. I love the sun, rock music, food, a laugh, singing and completely random things.']",0.0,0.0,en
10575,35737313,it," Granata oltre il midollo e travel addicted. Curioso  dei Social e dell'Innovazione,vorrei essere un designer e viaggiare di più. ",0,"[' Grenade over the spinal cord and travel addicted. Curious of the Social and Innovation,I would like to be a designer and travel more. ']",0.0,0.0,it
10576,36190135,it,Despicable me,0,['Despicable me'],0.0,0.0,en
10577,36381609,en,Let's tweet together and feel alright! Digital Practice Leader at @cohnwolfe Milan. All views expressed here are personal.,0,"[""Let's tweet together and feel alright! Digital Practice Leader at @cohnwolfe Milan. All views expressed here are personal.""]",0.0,0.0,en
10578,36727238,en,If you think about it... at the end... it's not so complicated...,0,"[""If you think about it... at the end... it's not so complicated...""]",0.0,0.0,en
10579,37539436,en,"actress, singer, artist ... now what?",0,"['actress, singer, artist ... now what?']",0.0,0.0,en
10580,37733715,en,1/3 of Linea 2 nd 1/5 of Sankarap. 2 crews. we play ragga-hip-hop-amhardcore that bring hell to heaven and viceversa. ,0,['1/3 of Linea 2 nd 1/5 of Sankarap. 2 crews. we play ragga-hip-hop-amhardcore that bring hell to heaven and viceversa. '],0.0,0.0,en
10581,37889070,it,"Ogni persona ne influenza un'altra, e questa ne influenza un'altra ancora, e il mondo è pieno di storie, che in realtà sono sempre la stessa. M. Albom",0,"['Each person influences another, and this will influence another, and the world is full of stories, which in reality are always the same. M. Albom']",0.0,0.0,it
10582,37922072,it,- Lover of life & (my) wife - SlowBiker - Radio & TV Producer/Host,0,['- Lover of life & (my) wife - SlowBiker - Radio & TV Producer/Host'],0.0,0.0,en
10583,38002859,it,Inviato @PiazzapulitaLA7 ,0,['Posted @PiazzapulitaLA7 '],0.0,0.0,it
10584,38223194,it,"no wheat and no cucumbers, please",0,"['no wheat and no cucumbers, please']",0.0,0.0,en
10585,38730407,it,Siamo un quartetto di favewer. La mancanza di rispetto è il nostro miglior biglietto da visita.,0,['We are a quartet of favewer. The lack of respect is our best visiting card.'],0.0,0.0,it
10586,38972677,en,"dreamer, sonic destroyer, lost knight, poor fool, cynic martyr, bored guy",0,"['dreamer, sonic destroyer, lost knight, poor fool, cynic martyr, bored guy']",0.0,0.0,en
10587,39721490,it,Netgamer since 1998 Se non ha il mirino non è un gioco,0,['Netgamer since 1998 If it has no viewfinder is not a game'],0.0,0.0,it
10588,39748948,it,"teacher training company of national significance #e-learning in #credit, #information, #web2.0- #financial_advisor",0,"['teacher training company of national significance #e-learning in #credit, #information, #web2.0- #financial_advisor']",0.0,0.0,en
10589,41780152,it,l'equilibrio della trottola,0,['the balance of the spinning top'],0.0,0.0,it
10590,41785738,it,lavoro nel web per la comunicazione e i servizi ai cittadini,0,['working in web communication and services to citizens'],0.0,0.0,it
10591,42676920,it,Meglio morto A PIEDI NUDI che vivo con le HOGAN - Also Follow Me At : @fashion_thecity and fashion_and_thecity on InstaGram,0,['Meglio morto A PIEDI NUDI che vivo con le HOGAN - Also Follow Me At : @fashion_thecity and fashion_and_thecity on InstaGram'],0.0,0.0,en
10592,42754744,it,"Non posso piacere a tutti purtroppo non tutti hanno buongusto. Content Editor per @exciteitalia,Blogger per @nottecriminale.Per lavoro faccio cose e vedo gente",0,"['I can not please everyone unfortunately not everyone has good taste. Content Editor for @exciteitalia,Blogger for @nottecriminale.For work I do things and see people']",0.0,0.0,it
10593,43069058,it,"Dreamer, geek, traveler. Web application developer e system administrator. Amo il web, la fotografia, l'elettronica ed in generale tutto ciò che va a pile :)",0,"['Dreamer, geek, traveler. Web application developer and system administrator. I love the web, photography, electronics, and in general anything that goes in the pile :)']",0.0,0.0,it
10594,43870029,en,"And if you find someone to love the you that you love... well, that's just fabulous! - Carrie Bradshaw",0,"[""And if you find someone to love the you that you love... well, that's just fabulous! - Carrie Bradshaw""]",0.0,0.0,en
10595,43964510,en,"Social, SEO, Digital Marketing Consultant. VO for FOXlife. Tweets about tech, social media and life in Florence, Italy.",0,"['Social, SEO, Digital Marketing Consultant. VO for FOXlife. Tweets about tech, social media and life in Florence, Italy.']",0.0,0.0,en
10596,44042861,es,Biocomunicadora de aromas frutales y sabor ácido,0,['Biocomunicadora of fruity aromas and acidic taste'],0.0,0.0,es
10597,44335261,it,I love books and revolutions,0,['I love books and revolutions'],0.0,0.0,en
10598,44451302,en,practically perfect in every way,0,['practically perfect in every way'],0.0,0.0,en
10599,45100798,it,"When you think it could be worse, it will be much more worse.",0,"['When you think it could be worse, it will be much more worse.']",0.0,0.0,en
10600,45307775,it,Sono utile come l'asciugamano piccolo del bagno ma non sempre!,0,"['Are useful as the small towel to the bathroom, but not always!']",0.0,0.0,it
10601,45529357,it,"Il mio interesse è nel futuro, perché è lì che ho intenzione di spendere il resto della mia vita(C.F. Kettering)",0,"['My interest is in the future, because that is where I plan to spend the rest of my life(C. F. Kettering)']",0.0,0.0,it
10602,45778279,en,"I look, I listen, I learn and I share",0,"['I look, I listen, I learn and I share']",0.0,0.0,en
10603,46137662,en,"error 221b: heterosexuality not found - sherlockian (book, bbc, granada and ritchie version), whovian, parawhore, echelon and loki'd #farrelletosarmy #lokisarmy",0,"[""error 221b: heterosexuality not found - sherlockian (book, bbc, granada and ritchie version), whovian, parawhore, echelon and loki'd #farrelletosarmy #lokisarmy""]",0.0,0.0,en
10604,46334699,it,Un po' in Puglia un po' in bicicletta. Progettista grafico (si dice così?).,0,"['A bit in Puglia, a little cycling. Graphic designer (it says so?).']",0.0,0.0,it
10605,47612213,en,"physicist, reader, observer ... occasionally twitterhttp://t.co/Z3hUEUFd",0,"['physicist, reader, observer ... occasionally twitterhttp://t.co/Z3hUEUFd']",0.0,0.0,en
10606,48034707,it,"Si, sono Nerd. ma non il classico Nerd. un Nerd diverso. una nuova categoria di Nerd. una Nerdaccia. 42. ",0,"[""Yes, I'm a Nerd. but not the classic Nerd. a Nerd is different. a new category of Nerd. a Nerdaccia. 42. ""]",0.0,0.0,it
10607,48182327,en,"Un riccio, dice Ella. Presente-Assente, basta cogliere la semionda positiva (se non mi trovi, ripassa)Calabrese - Roma",0,"['A hedgehog, says She. Present-Absent, you just need to grasp the positive half-cycle (if you do not find me, review)Calabria - Rome']",0.0,0.0,it
10608,48652450,it,"A young, free thinking, chemist with a lot of interests like music, politics and sports!",0,"['A young, free thinking, chemist with a lot of interests like music, politics and sports!']",0.0,0.0,en
10609,48989220,it,"facebook free, 'mi piace' free, nestlè free, mcdonald's free, apple free, suv free.",0,"[""facebook free, 'mi piace' free, nestlè free, mcdonald's free, apple free, suv free.""]",0.0,0.0,en
10610,49044510,en,Ignore the crowd,0,['Ignore the crowd'],0.0,0.0,en
10611,49319803,en,Strategy consultant trying to understand what we are doing here. Proud of being European. Striving for absolute excellence in producing extravirgin olive oil.,0,['Strategy consultant trying to understand what we are doing here. Proud of being European. Striving for absolute excellence in producing extravirgin olive oil.'],0.0,0.0,en
10612,49341424,it,Dottore Commercialista Revisore Legale dei conti. Componente del consiglio direttivo provinciale della Giovane Italia. Dirigente arbitrale Sezione AIA di FOGGIA,0,"['Chartered Accountant, Statutory Auditor of the accounts. Component of the provincial executive council of the Young Italy. The executive in the arbitration Section AIA of FOGGIA']",0.0,0.0,it
10613,49934607,it,"avvocato, idealista, romanista ",0,"['lawyer, idealist, roma ']",0.0,0.0,it
10614,49977491,it,Viaggiare é il mio motto. Adoro le mie piccole pesti pelose...,0,['Travel is my motto. I love my small pests hairy...'],0.0,0.0,it
10615,50571065,en, iOS lover ma con calma. UFC fan. When I have nothing to say I don't write. I read. I love coffee,0,"["" iOS lover ma con calma. UFC fan. When I have nothing to say I don't write. I read. I love coffee""]",0.0,0.0,en
10616,50585331,en,19 years old. Adoro ridere e viaggiare. Credo nella musica: salverà il mondo. I ♥ Ibiza 2012. ,0,['19 years old. I love to laugh and travel. I believe in music: save the world. I ♥ Ibiza 2012. '],0.0,0.0,it
10617,50589337,it,"Una vera passione per borse, scarpe, T-shirt, maglioni, cappotti, cappelli, una figlia nuova di pacca e 30 anni a breve... http://t.co/hbxZTSsn",0,"['A real passion for bags, shoes, T-shirts, sweaters, coats, hats, a daughter, a new brand in 30 years short... http://t.co/hbxZTSsn']",0.0,0.0,it
10618,50598277,en,"happy father, delighted partner, agnostic clerk",0,"['happy father, delighted partner, agnostic clerk']",0.0,0.0,en
10619,50619779,it,Appassionato d'Informatica da quando avevo 10 anni con il mio Vic20. Ora utente Apple e lavoro nel settore Informatico come Professionista- http://t.co/eyLz7jiQ,0,['Passionate about Computer science since I was 10 years old with my Vic20. Now Apple user and work in the Computer industry as a Professional - http://t.co/eyLz7jiQ'],0.0,0.0,it
10620,50972738,en,Uno che vorrebbe andare a correre piu' spesso. E che non ci va.,0,['One who would like to go for a run more often. And that goes there.'],0.0,0.0,it
10621,51005435,en,Potenzialmente sono un felliniano,0,['They are potentially a fellini-esque'],0.0,0.0,it
10622,51015996,it,Alla disperata ricerca di un motivo per continuare a lottare per il mio paese!,0,['Desperate to find a reason to continue to fight for my country!'],0.0,0.0,it
10623,51037293,en,Be yourself; everyone else is already taken O. Wilde,0,['Be yourself; everyone else is already taken O. Wilde'],0.0,0.0,en
10624,51150318,it,"Business Coach, Trainer, sportivo",0,"['Business Coach, Trainer, sportivo']",0.0,0.0,en
10625,51738765,en,"Tre Scotteces, per favore.",0,"['Three Scotteces, please.']",0.0,0.0,it
10626,51780170,it,"Non so come andrà questa vita, ma so come voglio prenderla; col cuore, in ogni cosa che faccio; e con l'amore, tremendo, per ogni creatura esistente.",0,"[""I don't know how things go in this life, but I know how I want to take it; with the heart, in every thing that I do; and with love, tremendous, for every creature existing.""]",0.0,0.0,it
10627,52157135,it,Cinema addicted. Ammalata di animazione seriale e cinematografica. ,0,['Cinema addicted. Sick animation serial and film. '],0.0,0.0,it
10628,53025684,it,"Curioso, ironico, un po polemico! Adoro l'arte in tutte le sue forme. Mi occupo di grafica pubblicitaria e design. Nel tempo libero lavoro!",0,"['Curious, ironic, a bit controversial! I love art in all its forms. I am in charge of advertising graphics and design. In your free time job!']",0.0,0.0,it
10629,53027768,it,curioso di tutti i mondi possibili...,0,['curious of all the possible worlds...'],0.0,0.0,it
10630,53621838,it,"When Technology meets Passion, we can change the world...!",0,"['When Technology meets Passion, we can change the world...!']",0.0,0.0,en
10631,54556442,it,"Sistemista IT, DJ, Snowboarder, mentalmente instabile, senza coloranti, conservanti e aromi dal 1982!",0,"['Systems analyst EN, DJ, Snowboarder, mentally unstable, without dyes, preservatives, and flavors since 1982!']",0.0,0.0,it
10632,54691030,it,O con la ragione o con la forza.,0,['Or with reason or with force.'],0.0,0.0,it
10633,54864334,it,Pensare al futuro? Ogni giorno mi sveglio ed è il presente. Non credo che il futuro esista - I'd rather face my deepest fear than my laziness.,0,"[""Think about the future? Every day I wake up and it is the present. I do not believe that the future exists - I'd rather face my deepest fear than my laziness.""]",0.0,0.0,it
10634,54867711,en,"i love Sushi, Movies&Series, but most of all dogs sports! and with my little bat-girl, Saavik (working kelpie) we have fun in Obedience and Disc Dog!",0,"['i love Sushi, Movies&Series, but most of all dogs sports! and with my little bat-girl, Saavik (working kelpie) we have fun in Obedience and Disc Dog!']",0.0,0.0,en
10635,54911584,en,Deliciously anonymous. Scrivo sui muri e sui tovaglioli di carta dei bar. Raccolgo i cocci delle stelle cadute e dei sogni infranti.,0,['Deliciously anonymous. I write on the walls and on the paper napkins of the bar. I pick up the shards of fallen stars and broken dreams.'],0.0,0.0,it
10636,55550359,en,I'm PhD Student/Coder in #Neuroscience: Image Processing and Machine Learning are my research areas! #Python enthusiast.,0,"[""I'm PhD Student/Coder in #Neuroscience: Image Processing and Machine Learning are my research areas! #Python enthusiast.""]",0.0,0.0,en
10637,55590832,en,member of the high council of the timelords,0,['member of the high council of the timelords'],0.0,0.0,en
10638,55819049,it,"Formerly dj, cinephile, Juventus FC fan. Sto dalla parte del torto perché di troppa ragione si muore",0,"[""Formerly dj, cinephile, Juventus FC fan. I'm in the wrong because of too much reason, you die""]",0.0,0.0,it
10639,56326516,it,"This century will be the urban age.    Questo secolo sarà il secolo delle città. Tavoli per Expo 2015, Milano Capitale delle Startup, Turismo e Smart Cities...",0,"['This century will be the urban age. This century will be the century of the city. Tables for the Expo 2015, Milan, the Capital of the Startup, Tourism and Smart Cities...']",0.0,0.0,it
10640,56345134,it,Racconto storie disegnate.,0,['Tell stories that you draw.'],0.0,0.0,it
10641,56466070,it,blah blah blah blah...,0,['blah blah blah blah...'],0.0,0.0,en
10642,56662794,it,..saturo di social,0,['..saturated social'],0.0,0.0,it
10643,56706947,it,"Nel Mondo c'è quanto basta per le necessita dell'uomo, non per la sua avidità. (M.Ghandhi) ",0,"['In the World there is enough for the needs of man, not for his greed. (Mahatma Ghandhi) ']",0.0,0.0,it
10644,56966762,it,"Mamma lavoratrice che ama i libri, la musica, la buona cucina e che vorrebbe andare al cinema (ma non ci riesce da troppo tempo) ",0,"[""Working mum who loves books, music, good food, and who would like to go to the cinema (but can't for too long) ""]",0.0,0.0,it
10645,57365720,it,N.1,0,['N.1'],0.0,0.0,en
10646,57928664,it,        Ingegnoso nemico di me stesso.,0,[' Ingenious enemy of myself.'],0.0,0.0,it
10647,59083826,en,I'm a 27 years old Law graduate working in the #hospitality industry after a master in five stars #hotel #management.  The power of #PASSION.,0,"[""I'm a 27 years old Law graduate working in the #hospitality industry after a master in five stars #hotel #management.  The power of #PASSION.""]",0.0,0.0,en
10648,59402800,it,"studentessa di giurisprudenza, cuoca work in progress, creatrice di gioielli, con il pollice verde ed una passione immensa: la FIORENTINA!!!",0,"['law student, cook, work in progress, creator of jewelry with a green thumb and a huge passion: the FLORENTINE!!!']",0.0,0.0,it
10649,60508255,it,#designmultitasking ,0,['#designmultitasking '],0.0,0.0,en
10650,61198155,it,Nitimur in vetitum semper cupimusque negatum [Ovidio]. #Bravery #Amala | @SkyIsBlueck is my sister.,0,['We strive in the forbidden always cupimusque the denial of [Opiates]. #Bravery #Amala | @SkyIsBlueck is my sister.'],0.0,0.0,la
10651,61452320,it,Videomaker // Web Designer // Quello che scatta foto,0,['Filmmaker // Web Designer // the One taking the photo'],0.0,0.0,it
10652,61513445,it, / Un Francio è un apostrofo verde acido tra le parole st'idiota / A Francio is the greeny dot upon the i in Idiot /,0,[' / A Francis is an apostrophe acid green between the words this idiot / Francis is the greeny dot upon the i in Idiot /'],0.0,0.0,it
10653,61794519,en,I'm 33 and I'm married.I work in a pharmaceutical company as material manager. I'd like to provide my experience and work to humanitarian actions.,0,"[""I'm 33 and I'm married.I work in a pharmaceutical company as material manager. I'd like to provide my experience and work to humanitarian actions.""]",0.0,0.0,en
10654,62017536,it,Student in Public Relation and Business Communication.,0,['Student in Public Relation and Business Communication.'],0.0,0.0,en
10655,62364690,it,"Un filo di trucco, un filo di tacco, un filo di Tavor. ",0,"['A trace of makeup, a little heel, a thread of Tavor. ']",0.0,0.0,it
10656,63517006,it,"Una, nessuna e centomila.http://t.co/SmgusfyBMA",0,"['One, none and a hundred thousand.http://t.co/SmgusfyBMA']",0.0,0.0,it
10657,63822625,en,Ordinary bla bla bla and sharing,0,['Ordinary bla bla bla and sharing'],0.0,0.0,en
10658,64967572,it,23 years old. Loves arts and Beauty for their own sake.,0,['23 years old. Loves arts and Beauty for their own sake.'],0.0,0.0,en
10659,66092090,it,Sono troppo pigro per aver fatto qualcosa finora...,0,"[""I'm too lazy to have done something so far...""]",0.0,0.0,it
10660,67002064,en,"...di solito ho da fare cose piu' serie, costruir su macerie, mantenermi vivo..",0,"['...I usually have to do things more series, build on the rubble, keeping me alive..']",0.0,0.0,it
10661,67006908,en,"Dico ciò che penso. Difendo le mie ragioni. Se mi accorgo che non sono più valide, cambio rotta. Pazientemente. ",0,"['I say what I think. I defend my reasons. If I realize that are no longer valid, change the route. Patiently. ']",0.0,0.0,it
10662,69654626,it,"Sono romagnolo. Abito al mare con la mia compagna con un cane e un gatto. Sono un programmatore. Amo il cinema, l'xbox, la buona cucina e lo sport",0,"[""Are romagnolo. Wedding by the sea with my partner with a dog and a cat. I'm a programmer. I love the cinema, xbox, good food and sports""]",0.0,0.0,it
10663,69843045,en,,0,,0.0,0.0,en
10664,69892452,it,"Del resto, è solo la curiosità che mi fa svegliare la mattina.",0,['The rest of it is just curiosity that makes me wake up in the morning.'],0.0,0.0,it
10665,70735118,es,I'm not a bitch. I call it motivational speaker.,0,"[""I'm not a bitch. I call it motivational speaker.""]",0.0,0.0,en
10666,71295474,it,"programmatore, chitarrista, cabarettista, veneton lover...",0,"['programmatore, chitarrista, cabarettista, veneton lover...']",0.0,0.0,en
10667,71336448,en,"Appassionato Disney, tengo rubrica nel blog di Antonio Genna: http://t.co/idhdPrDbYT",0,"['Passionate about Disney, I want the heading in the blog of Antonio Genna: http://t.co/idhdPrDbYT']",0.0,0.0,it
10668,71366031,it,"Comunità, AC, squadra, calcio, sdc, pro loco, team, network, facebook, twitter, foursquare... una biografia social.",0,"['Community, AC, team, football, sdc, pro loco, team, network, facebook, twitter, foursquare... a biography social.']",0.0,0.0,it
10669,71495570,it,My life in less than 140 characters?,0,['My life in less than 140 characters?'],0.0,0.0,en
10670,71522541,it,"Studente di #EconomiaAziendale #UniFi - Grande appassionato di Calcio, Motori, Musica, Sport. Tifoso Juventino dalla nascita! #skymotori #30sulcampo",0,"['Student #EconomiaAziendale #UniFi - a Great lover of Football, cars, Music, Sports. Tifoso Juventino from birth! #skymotori #30sulcampo']",0.0,0.0,it
10671,71582266,it,"Optimist, Catholic left, progressive, here you can read  analog photography and Internet rights related tweets. #believeinfilm #filmphotograpy #photography",0,"['Optimist, Catholic left, progressive, here you can read  analog photography and Internet rights related tweets. #believeinfilm #filmphotograpy #photography']",0.0,0.0,en
10672,72149178,en,"When I was young, I used to have this thing where I wanted to see everything. I used to think, 'How can I die without seeing every inch of this world?'",0,"[""When I was young, I used to have this thing where I wanted to see everything. I used to think, 'How can I die without seeing every inch of this world?'""]",0.0,0.0,en
10673,72314987,it,"Padre, Marito, Figlio, Fratello, Zio (x tutto questo faccio il meglio che posso) AsRoma, Green, Lavorare per vivere e non vivere per lavorare...",0,"['Father, Husband, Son, Brother, Uncle (x all this I do the best I can) AsRoma, Green, Work to live and not live to work...']",0.0,0.0,it
10674,72816504,it,Everything happens for a reason,0,['Everything happens for a reason'],0.0,0.0,en
10675,72890647,it,"Aspirante OFS.Se io avrò avuto pazienza, non mi sarò conturbato, io ti dico che quella è la vera letizia e qui è la vera virtù e la salvezza dell'anima.",0,"[""Suction the SFO.If I had patience, didn't I conturbato, I say unto you, that this is the true joy here is the true virtue and the salvation of the soul.""]",0.0,0.0,it
10676,72967193,it,"La mia passione è comunicare. E della mia passione ne ho fatto un lavoro, o almeno ci tento. Amo la musica e la scrittura. Tifosa della Roma. ",0,"['My passion is to communicate. And my passion, I have done a job, or at least we try. I love music and writing. Supporter of Rome. ']",0.0,0.0,it
10677,73627373,it,combatto strenuamente ogni giorno contro l'utilizzo sconsiderato del comic sans. ,0,['I fight hard every day against the use inconsiderate of comic sans. '],0.0,0.0,it
10678,73799359,en,"Big fan of Inter&Lakers,Torres,Sneijder,Bryant&StonerSPORT&MUSIC ADDICTED, LinkinPark&Caponord..Cause in the end the journey is the destination..(OTH)",0,"['Big fan of Inter&Lakers,Torres,Sneijder,Bryant&StonerSPORT&MUSIC ADDICTED, LinkinPark&Caponord..Cause in the end the journey is the destination..(OTH)']",0.0,0.0,en
10679,74147053,it,Amante di Cinema e Serie TV,0,['Lover of Cinema and TV Series'],0.0,0.0,it
10680,74156552,it,Coach in istruzione finanziaria ho studiato con Donald Trump e Robert Kiyosaki,0,"['Coach in financial education, I studied with Donald Trump and Robert Kiyosaki']",0.0,0.0,it
10681,74486653,it,http://t.co/qUntHC2j,0,['http://t.co/qUntHC2j'],0.0,0.0,en
10682,74544145,it,"FRATELLI D'ITALIA - guerriero e sognatore, ex An e prima ancora ma sempre nella vita Fronte della Gioventu' - Comunità Caravella",0,"['BROTHERS Of ITALY - a warrior and a dreamer, ex, An, and, even before, but always in life the Face of the Youth - Community Caravella']",0.0,0.0,it
10683,75270480,it,"Semantic Web, Linked Open Data, EA, System Thinking, Lean Management, Google Innovations ...but also Technology, MotoGP, Music and more. Let me tweet it! ",0,"['Semantic Web, Linked Open Data, EA, System Thinking, Lean Management, Google Innovations ...but also Technology, MotoGP, Music and more. Let me tweet it! ']",0.0,0.0,en
10684,75320990,it,Austral'indignato.. Il peggior momento per essere un emigrato!,0,"[""Austral'outraged.. The worst possible time to be an immigrant!""]",0.0,0.0,it
10685,75386921,it,Tifoso della Juve di professione. Database administrator per passione. Runner (a volte) per hobby!,0,['Juve supporter of the profession. Database administrator with a passion. Runner (sometimes) hobby!'],0.0,0.0,it
10686,75522479,en,"Bball writer for @eat_sport , sports lover, rock/metal/postpunk lover. Romantic, but only with big breasted women. Supporter of @BCMestre1958",0,"['Bball writer for @eat_sport , sports lover, rock/metal/postpunk lover. Romantic, but only with big breasted women. Supporter of @BCMestre1958']",0.0,0.0,en
10687,75777355,it,We all have the choice to take the lead or follow.,0,['We all have the choice to take the lead or follow.'],0.0,0.0,en
10688,76286424,it,"Non so quello che dico,ma lo dico veramente bene! PerchÃ¨ i miei ricci sono la mia firma! Come docet Afefff!",0,"[""I don't know what I say,but I say really well! Because my curls are my signature! As docet Afefff!""]",0.0,0.0,it
10689,76982240,en,"Bowling Alone//Eating reality sandwiches//Information is collected, knowledge is constructed// Tweets in IT & EN.",0,"['Bowling Alone//Eating reality sandwiches//Information is collected, knowledge is constructed// Tweets in IT & EN.']",0.0,0.0,en
10690,77165019,it,VoIP engineer curioso.,0,['VoIP engineer curioso.'],0.0,0.0,en
10691,77243029,it,"si dice vi siano vite unite fra loro nel tempo, legate da un'antica chiamata che rieccheggia nelle ere ... il Destino.",0,"['they say there are screw joined together in time, connected by an ancient calling that echoes through the ages ... Destiny.']",0.0,0.0,it
10692,77528520,en,"World politics, Economy & Film. Euro crisis combatant.",0,"['World politics, Economy & Film. Euro crisis combatant.']",0.0,0.0,en
10693,78116487,it,Management and #Marketing student Founder at Siro Industry,0,['Management and #Marketing student Founder at Siro Industry'],0.0,0.0,en
